	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	KO	WT	metlin	ko15	ko16	ko18	ko19	ko21	ko22	wt15	wt16	wt18	wt19	wt21	wt22
13	M354T3618	8.38720426205392	7.43940447182529	0.000554868506875916	354.200012207031	354.200012207031	354.300018310547	3618.08657860785	3616.78057225049	3620.93728884088	9	6	3	http://metlin.scripps.edu/metabo_list.php?mass_min=353.05&mass_max=353.35	1135610.95	904522.364526313	832780.319999991	532867.708842112	570306.90375	729939.965999998	112167.158823531	154475.666111113	51277.2249999999	91243.2653354192	79838.1180584483	72094.7396131473
14	M330T3632	10.5951954446946	6.68193606325591	0.000976085081658695	330.190995048881	330.141883324229	330.214942605218	3631.56670331319	3627.7711216998	3635.0111355906	6	6	0	http://metlin.scripps.edu/metabo_list.php?mass_min=329.04&mass_max=329.34	201588.695263157	167042.482105263	143015.845157894	105447.718631579	92547.857473684	95737.3811999999	18621.1758056614	18071.6700864159	3745.92163015016	17251.6947019356	9713.90424016055	8609.33087949053
15	M348T3419	12.6099923215524	6.30073620577078	0.00142645805217478	348.143095966421	348.109896147002	348.182780150972	3419.47080987066	3409.77378850484	3428.84200549495	6	6	0	http://metlin.scripps.edu/metabo_list.php?mass_min=346.99&mass_max=347.29	456678.246210525	324908.6592	190365.21285	192504.499500003	328211.716736841	439481.039578953	38080.0814696611	27120.0760851411	17746.3781115947	17365.8639523779	21200.2003146078	31711.075768147
16	M328T3633	10.2967672308177	6.1216076360443	0.00164693441494501	328.200012207031	328.193340955923	328.200012207031	3633.31969660824	3625.18911568026	3635.88794210036	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=327.05&mass_max=327.35	6463382.8665263	5630552.3844	4398403.51494736	3085430.3808	3289887.96840005	2626186.4136	402409.00136842	573880.805000002	403748.596315788	412858.154947367	385802.428650005	297208.544421052
17	M329T3631	10.3980965947214	5.9287955601288	0.00183209802060391	329.200012207031	329.197015433753	329.200012207031	3631.33547255922	3626.61375822832	3635.77784696353	7	6	1	http://metlin.scripps.edu/metabo_list.php?mass_min=328.05&mass_max=328.35	1521141.36168421	1315446.8916	990625.76873684	707798.715899999	759301.2204	605854.743	114347.574315789	140213.417586944	111356.478770046	69186.0779393032	88438.2623727374	43885.9530846417
18	M357T3836	4.65856086650379	5.04631826621675	0.0022899080349652	357.206233035976	357.197998076736	357.219201742355	3835.93831921346	3833.86435500177	3837.21789238453	7	6	1	http://metlin.scripps.edu/metabo_list.php?mass_min=356.06&mass_max=356.36	328565.94735	567776.989789472	391437.15536842	254805.159	305032.22925	218120.799263161	54773.6586146779	148383.910000001	77678.4979707827	66290.1788627277	26578.206465731	69723.9671230024
19	M355T3619	4.03706865692458	5.33351205950115	0.00243273804231547	355.190645242255	355.168730509513	355.200012207031	3619.28623681407	3617.68974465149	3622.53028164646	6	6	0	http://metlin.scripps.edu/metabo_list.php?mass_min=354.04&mass_max=354.34	334039.86	257216.861647061	222655.68	126090.440470587	154979.578222224	218179.85961111	67313.1826670108	77539.4099128654	50070.8682695997	41084.4370620717	39098.8358970092	50169.4483783828
20	M382T3795	6.04026964342057	5.23852856081396	0.00291859214091805	382.202515776156	382.200012207031	382.300018310547	3794.94479521276	3785.22506373105	3805.36905833445	8	6	2	http://metlin.scripps.edu/metabo_list.php?mass_min=381.05&mass_max=381.35	710639.895000002	580437.413999998	433480.221444442	286404.147789477	317220.05985	323722.842833332	102300.919999999	94799.8749999999	91915.8527070423	57353.3102049498	55472.9859161056	37194.5060655304
21	M324T3277	7.52826269300535	5.11900778793466	0.00334164658931591	324.158399885216	324.123843265333	324.163232182158	3276.60587091948	3273.85936931381	3281.76443988962	6	6	0	http://metlin.scripps.edu/metabo_list.php?mass_min=323.01&mass_max=323.31	221263.213578947	388214.928736847	186860.975578947	162564.375000001	148367.965157894	182694.969999998	29717.6663491001	50643.6507457734	26721.2748689206	14828.8956480324	27497.571281069	21940.7572142346
22	M356T3836	4.82384058629406	4.84631108810025	0.00347902501314801	356.200012207031	356.200012207031	356.214828366124	3836.03111017189	3833.86435500177	3837.78192589354	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=355.05&mass_max=355.35	1189376.08455	2242782.41178947	1535138.25094736	932580.305894734	1206594.76536844	823710.047368432	181130.138315792	521478.345000002	258986.269894736	237846.960842105	197582.429999999	246931.89555
23	M376T3459	9.19854031923393	5.03317599267364	0.00367018876920033	376.185740728504	376.155976033391	376.198324212359	3459.47824784627	3449.92705439488	3460.65287596186	5	5	0	http://metlin.scripps.edu/metabo_list.php?mass_min=375.04&mass_max=375.34	185802.723999999	178779.587368421	140389.601166666	95461.789473684	53010.2325476978	88793.5487368419	19225.1795114593	22730.9344569916	13711.6611796654	10634.5433217198	9285.76542297804	5102.70589926922
24	M349T3417	3.43125583191136	3.97569416292646	0.00567172656070847	349.112282112819	349.108562079022	349.11477297404	3416.9611296957	3413.4376495043	3426.50653956364	3	3	0	http://metlin.scripps.edu/metabo_list.php?mass_min=347.96&mass_max=348.26	146310.3054	69868.8282610372	49975.9496084882	63428.87189499	110555.89275	114025.195157896	52339.7505376789	18668.5884953908	8378.65666057291	15825.3913725172	36289.7845888915	30002.8487280301
25	M533T3895	8.59465407969852	4.01907432149241	0.00930886758490468	533.255312244509	533.200012207031	533.299987792969	3895.31067098495	3889.1861711685	3899.23688198975	3	3	0	http://metlin.scripps.edu/metabo_list.php?mass_min=532.11&mass_max=532.41	23744.9066000542	84280.1913524347	222776.184999997	162748.075806734	152282.325	208432.560600003	4874.27732044891	31099.4891652322	11931.3341928199	9317.29846747278	12559.4077559502	29613.0304513424
26	M439T4055	9.75919037725093	4.03246847805485	0.00949216700735245	439.288448866436	439.249527478056	439.300018310547	4055.42843533154	4051.80567098495	4062.63938966435	6	6	0	http://metlin.scripps.edu/metabo_list.php?mass_min=438.14&mass_max=438.44	543352.35	290968.55561111	320746.750000001	172128.239444444	159371.110105263	162830.904499999	62351.9512941172	21665.0456470587	20089.905	21087.5823529414	19392.7510588237	24422.4719999998
27	M438T4057	12.1097310486432	3.93786482325317	0.0105234610798179	438.300018310547	438.284670634963	438.300018310547	4056.6361711685	4051.80567098495	4063.50622834992	7	6	1	http://metlin.scripps.edu/metabo_list.php?mass_min=437.15&mass_max=437.45	1688005.87	886542.592722218	972109.140000002	509452.014444442	466565.583684209	477464.549999998	167854.075	52741.6475294114	59513.82	47943.5378823534	31510.0905882351	53339.4550588241
28	M429T4079	1.72843334913518	3.34526333676018	0.010638407585734	429.211769591098	429.200012207031	429.226076124182	4079.00217528675	4072.28065335722	4082.98338966435	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=428.06&mass_max=428.36	735571.874400005	381505.075949994	533925.613263165	627652.640000002	549709.672421051	359098.640000001	348772.908555554	213020.237777777	431114.830947367	238525.702333332	317696.241777776	295004.547333337
29	M384T3994	4.70498715102441	3.57581312223301	0.0154308670209593	384.22877942729	384.200012207031	384.242636433227	3994.0381711685	3993.08322834992	3996.31669949459	5	4	1	http://metlin.scripps.edu/metabo_list.php?mass_min=383.08&mass_max=383.38	1085362.52461111	637047.820105262	1532283.78694736	608698.798526314	590579.355000001	352736.912833337	196445.911166666	130201.812833333	230564.829944447	188663.442444444	119819.971388888	155924.08
30	M398T4060	14.7622263076802	3.51120226709916	0.016270912578388	398.300018310547	398.300018310547	398.300018310547	4059.63067098495	4054.22069949459	4061.99188198975	5	5	0	http://metlin.scripps.edu/metabo_list.php?mass_min=397.15&mass_max=397.45	302032.712833332	199444.344722221	100906.505	56563.1009999995	100635.107294117	92674.4450555566	0	27666.5300624997	13539.8710588237	15245.6569411764	0	1280.17
31	M594T3395	1.71219681801049	-2.55964904056242	0.0297935762460868	594.200012207031	594.163048508079	594.236690685535	3394.8369081554	3372.57568488191	3416.7940764063	10	4	6	http://metlin.scripps.edu/metabo_list.php?mass_min=593.05&mass_max=593.35	131760.497499999	28363.200205847	112116.1479	115931.084444444	210326.1501	75000.6368876889	203990.889473684	133577.8722	164900.069157894	218016.3144	167997.870454544	264677.632363634
32	M413T4115	6.93308821770269	2.93416050083396	0.030921586069534	413.268989915107	413.22556330821	413.297907500189	4114.86828453467	4112.02022834992	4117.53367098495	6	5	1	http://metlin.scripps.edu/metabo_list.php?mass_min=412.12&mass_max=412.42	991447.078611106	626592.406736831	495456.716277775	202687.288315792	230747.928444443	171503.82661111	151907.275058822	79427.024470589	56677.4745882359	33921.3750000006	28086.0579444443	42076.6612777776
33	M412T4115	7.36405572824604	2.92323857890475	0.0315432079953653	412.290464903296	412.277273287572	412.300018310547	4115.453179405	4112.02022834992	4121.46088198975	7	6	1	http://metlin.scripps.edu/metabo_list.php?mass_min=411.14&mass_max=411.44	3412993.59866665	2118700.86484213	1679362.23547368	655969.59873685	781156.103944441	594736.338105271	486799.443611109	245069.788235297	174056.250999999	115569.582277777	75217.4897777774	158427.150833333
34	M430T4077	1.91689682608023	2.34231457983124	0.0532336691249262	430.204115385282	430.200012207031	430.216761404889	4076.65467528675	4069.15165335722	4081.41938966435	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=429.05&mass_max=429.35	398260.315058828	278948.738526315	271827.72011111	157650.275	139154.859999999	129999.855	126741.455999999	78320.611058823	204156.773894736	96799.6386111107	101469.220941176	110256.595888888
35	M482T3322	1.48684131470348	-2.15114733305009	0.0604449950474066	482.136530749264	482.100006103516	482.200012207031	3321.6113861156	3319.79666153333	3329.49498234553	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=480.99&mass_max=481.29	711236.16	483309.560000001	1307319.4728421	1058091.90774569	1043479.27726965	940204.106006401	2016689.32933333	1714918.62657935	1411988.66711089	1043883.87004108	1108145.48607335	946887.726133538
36	M234T3024	1.29454716169032	2.12415402830053	0.0614310149178245	234.027662648659	234.013338106709	234.100006103516	3023.83431510281	3020.86286031242	3027.02122742811	5	2	3	http://metlin.scripps.edu/metabo_list.php?mass_min=232.88&mass_max=233.18	76880.8651764701	99238.5547148742	100624.576944756	53671.2167893923	88585.6747362661	81072.2347499999	65215.6404374994	57733.358070163	73781.0086315788	45297.651772809	83693.3852631577	60570.887019327
37	M352T3494	3.43923932692735	2.32861424736666	0.0631631558781298	352.151769091188	352.100006103516	352.200012207031	3494.22749564372	3487.20989016312	3496.12053094822	5	5	0	http://metlin.scripps.edu/metabo_list.php?mass_min=351&mass_max=351.3	165714.372571429	354074.63235	161146.276571429	96554.600450035	48234.3752000003	77757.6706499999	65446.0609750242	73062.6173796369	47689.7329919432	21402.0764329412	39495.3408205365	15602.3560592774
38	M522T3553	3.90654319797113	-2.24785782723073	0.0641333328106595	522.299987792969	522.299987792969	522.299987792969	3552.53261364979	3527.39134653443	3553.75958196602	3	0	3	http://metlin.scripps.edu/metabo_list.php?mass_min=521.15&mass_max=521.45	0	0	48752.0075845146	19502.1177498865	92058.7470982251	110042.652955418	79636.5395000007	0	246650.641428151	221392.509560423	378980.399999999	129495.448249999
39	M580T3389	1.67926856714905	-2.1133807107124	0.0696030305231028	580.200012207031	580.18974217024	580.200012207031	3388.77721695284	3368.6761179315	3412.0668363966	9	3	6	http://metlin.scripps.edu/metabo_list.php?mass_min=579.05&mass_max=579.35	375029.31285	135541.73601141	212356.598727275	111040.121928081	630636.789391307	213408.287135753	571668.41025	407624.711619048	302588.656227274	457511.909217393	541321.228960003	537119.311359997
40	M400T2788	1.89605237023546	-1.99445366404242	0.0759250572330963	400.100006103516	400.090670923516	400.100006103516	2788.18180694562	2784.98502014336	2803.06790683156	6	1	5	http://metlin.scripps.edu/metabo_list.php?mass_min=398.95&mass_max=399.25	91049.1701288744	229736.574476191	75370.04983224	161891.676704139	66855.7278647954	29890.8288701826	158828.073368421	187919.741818182	293209.883636364	303195.027499998	247167.668086957	51203.374161189
41	M573T2920	786.241360410235	2.18670003453473	0.0804297088039108	572.799987792969	572.799987792969	572.832371922756	2919.91252483455	2918.31358421835	2921.06437164227	3	3	0	http://metlin.scripps.edu/metabo_list.php?mass_min=571.65&mass_max=571.95	0	181887.232999999	172153.8897	237799.538045455	0	0	0	0	752.746790675895	0	0	0
42	M493T3662	3.1107591417233	2.1115002372805	0.0859825463824389	493.200012207031	493.19073672238	493.212802980958	3662.37726029519	3656.29953283655	3678.35294868791	5	4	1	http://metlin.scripps.edu/metabo_list.php?mass_min=492.05&mass_max=492.35	668974.061625002	669101.855739133	485466.241600003	106667.008859845	109429.047591576	118918.315058823	69532.0197790996	175815.577052631	153732.116837273	108254.77793373	72307.590555335	114258.162808691
43	M288T2798	2.44096995532104	-2.008021202174	0.0997493900718167	288.138037861934	288.100006103516	288.188048482103	2797.66738244813	2796.0487195173	2800.53767318484	11	6	5	http://metlin.scripps.edu/metabo_list.php?mass_min=286.99&mass_max=287.29	233984.233555554	295667.56845	323173.547333337	286756.260947368	318510.608000004	401680.332812503	988202.948777773	237901.272395603	639029.414444452	395495.063894736	544135.329894735	1734884.89155555
44	M350T3649	1.70895584780964	1.80333639692023	0.101722100317237	350.179833096414	350.100006103516	350.200012207031	3648.919775984	3624.70469162464	3662.11880930891	7	4	3	http://metlin.scripps.edu/metabo_list.php?mass_min=349.03&mass_max=349.33	282937.260722221	348188.20975589	260632.432497004	181736.719928572	240243.927357143	89835.6950000002	64318.2572499127	316760.695000001	175073.792	113665.257263158	69168.8065368909	82318.3456553156
45	M361T2917	9.81343958154998	1.94528249731097	0.104524753598292	360.851502754874	360.819637947538	360.899993896484	2916.77386355498	2916.31451611579	2920.09628052693	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=359.7&mass_max=360	0	2721897.57913045	2969929.06971429	3456162.65947823	0	1586.76403589454	0	0	889552.008899999	38740.1755295007	4059.41322651138	0
46	M316T3089	5.12280259438276	-1.91004491925054	0.113928166755061	316.171137205312	316.147890395264	316.200012207031	3088.78055928027	3087.57459672742	3091.85985174061	7	2	5	http://metlin.scripps.edu/metabo_list.php?mass_min=315.02&mass_max=315.32	107357.724602027	124731.69200332	67253.0099999992	82390.4181094537	81056.6338358095	159768.606736844	1363190.24172222	71109.1651791629	302041.101894736	198404.027368421	172667.1933	1081830.44499999
47	M359T2917	9.25739535686465	1.8664663143428	0.115306036324242	358.870147766327	358.832873774735	358.899993896484	2916.77386355498	2915.40286424879	2930.56488675144	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=357.72&mass_max=358.02	0	3555646.9272381	4250967.40945456	2535026.04945455	0	0	0	0	1117122.04	0	0	0
48	M362T2689	1.18744324972641	1.73954669287431	0.118411681273763	362.058423208725	362.020274945824	362.091726850542	2688.57908780015	2687.64593880025	2689.37690654317	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=360.91&mass_max=361.21	770409.316173906	934352.596434786	641678.300458329	632941.445555561	600784.374249996	605451.080000003	704809.468695646	658928.806227274	491933.697374997	514541.882482759	568139.948479997	586544.850916667
49	M362T2918	6.93062495789436	1.72996798924245	0.135594195171046	361.862655959617	361.848974909866	361.899993896484	2918.44201889518	2918.31358421835	2922.64800959237	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=360.71&mass_max=361.01	0	1907483.89366668	1810216.50782609	1020656.76666668	0	0	0	0	663489.73104762	18499.5900171134	1694.64639078534	0
50	M430T3885	2.13582242610193	-1.60806960249187	0.145260470041564	430.200012207031	430.200012207031	430.220846167824	3884.7025598137	3878.58379137597	3896.05622834992	9	3	6	http://metlin.scripps.edu/metabo_list.php?mass_min=429.05&mass_max=429.35	30129.7402520394	54685.8432111569	193756.39	137808.207247757	443495.87535	536046.680333331	246396.73	1173060.44633333	263236.130000001	396414.500000001	422852.6199	479482.659263157
51	M388T2691	1.35842371972945	-1.57834827083542	0.146474308724672	388.100006103516	388.078366800102	388.100006103516	2690.75632206086	2668.16881320838	2695.555728069	7	3	4	http://metlin.scripps.edu/metabo_list.php?mass_min=386.95&mass_max=387.25	584497.8965	573448.716121215	352276.209270854	289170.174237011	337127.587039173	260421.326631578	702064.675848485	752440.932000001	606807.79755	356422.665337764	474217.513516122	364109.160833333
52	M570T2920	12.6080592343088	1.70534965094181	0.146482229465057	569.799987792969	569.700012207031	569.82509277147	2919.98228215536	2918.35268260608	2930.56488675144	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=568.65&mass_max=568.95	1131.99042801979	638431.71352381	623133.87305263	157088.439999999	0	4405.70819542363	0	0	110686.955611111	0	2271.88275827176	0
53	M591T3003	3.1712030874301	-1.64651383081853	0.153602052010901	591.281122377622	591.214882935661	591.310655578049	3002.92029742635	2999.22942420557	3005.97380632475	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=590.13&mass_max=590.43	175453.071238095	523337.290666667	138598.442666667	72627.7645499999	106684.651043477	191229.356190476	1576633.18552381	98015.9483999999	404658.121590905	199088.547047619	264940.879304346	1287256.49127273
54	M590T3003	3.23302901791401	-1.64694081786644	0.153901164120149	590.286301562306	590.246188160993	590.299987792969	3003.08743208238	2999.22038170766	3006.15149962103	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=589.14&mass_max=589.44	463223.63505	1450836.05333333	388183.845090905	211669.199238095	285201.616761905	558531.504761905	4560396.43428572	269910.467047619	1110252.33676191	558365.619809524	767925.730173906	3588515.89054546
55	M548T3183	1.1439419757316	1.52279443986347	0.159268891906383	548.100036621094	548.100036621094	548.134810509798	3183.42172055517	3180.5265914161	3187.71959590676	10	6	4	http://metlin.scripps.edu/metabo_list.php?mass_min=546.95&mass_max=547.25	758915.778600001	769992.376153843	738224.254565216	641591.346079997	600716.74638462	515862.459679997	645371.533329173	655152.720915753	668067.419478263	596320.590600001	451062.4086	502825.272230773
56	M547T3016	2.88863287621414	-1.62277945329809	0.160079816928143	547.240860836553	547.226957773736	547.255984913442	3015.95656276576	3012.30560793915	3017.53026000493	7	2	5	http://metlin.scripps.edu/metabo_list.php?mass_min=546.09&mass_max=546.39	180245.996030816	410589.817826089	148932.366955743	87236.7211994197	105393.142398449	175559.730818182	1317802.58133333	103652.780503117	328355.485090908	184693.038782609	224353.44859091	1041625.92068182
57	M459T3044	3.5047140856308	-1.64067784174188	0.161384008251346	459.200012207031	459.195373024201	459.205031247208	3043.63984497103	3040.20993565671	3044.3180350897	4	0	4	http://metlin.scripps.edu/metabo_list.php?mass_min=458.05&mass_max=458.35	84270.4421852303	64350.5119719709	83837.0578041947	44868.7689246011	60929.0803306315	73753.9980230268	687933.67377272	66252.5184696194	129063.187809524	81521.7993623001	65977.7650000006	413227.812681819
58	M546T3016	3.05520889804661	-1.61643820670081	0.16222829771034	546.252868688262	546.200012207031	546.299987792969	3015.5151025928	3012.19182946473	3017.75664887318	9	3	6	http://metlin.scripps.edu/metabo_list.php?mass_min=545.1&mass_max=545.4	476299.516952381	1160606.24457143	390421.472269243	256150.430315941	301051.143431877	529252.810666667	4004713.14285715	167685.011999999	995331.623619049	558458.724409092	656805.162909093	3130259.64072728
59	M377T3076	1.31081600935108	1.47127343437752	0.172280167624961	377.045265498656	377	377.080124070543	3075.63168559274	3068.6074829165	3078.82635832998	9	5	4	http://metlin.scripps.edu/metabo_list.php?mass_min=375.9&mass_max=376.2	94719.8274444455	125213.21445	94550.813444444	52371.380170741	85111.6179090911	66383.2397647066	92796.5107222233	92967.2633684208	65916.8872941172	39559.3696630463	58524.9089920695	45675.8308124996
60	M458T3044	2.18834215313289	-1.55843305230993	0.175137136100421	458.200012207031	458.167216384897	458.200012207031	3044.18048856136	3042.74097359977	3045.90084310752	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=457.05&mass_max=457.35	347732.419047619	588548.105454547	270001.607727273	237943.184761905	263382.182608697	309530.794590906	1742958.73527273	292667.214000001	470208.722285715	311438.474181815	341058.368863637	1255857.24327273
61	M246T2517	2.03221401938554	-1.48118374307782	0.175615690247559	246.09072465813	246.051416665176	246.199996948242	2517.13882187549	2505.32529392477	2523.74028451055	6	3	3	http://metlin.scripps.edu/metabo_list.php?mass_min=244.94&mass_max=245.24	27932.1199999993	26061.0198333332	0	0	56145.3945882349	47901.55455	105508.751578947	70508.82225	24386.5748421056	0	77205.3607619048	43561.7749999994
62	M593T3501	3.4125897897061	1.54818318253419	0.177900932732684	592.979785263729	592.959947639755	593.049546974756	3500.9026373572	3499.09546534266	3508.59673530958	5	4	1	http://metlin.scripps.edu/metabo_list.php?mass_min=591.83&mass_max=592.13	80255.5543093354	284133.575000001	40023.370588235	35192.3144999997	42085.2499609156	49865.5949999999	40975.1404495907	54366.5349999999	14406.410129564	17419.169970685	28595.872196102	0
63	M494T3121	1.16898988840748	1.47522499924215	0.182246314038567	494.190165970621	494.162660240748	494.200012207031	3120.82624491114	3101.6096498655	3132.24039034304	7	4	3	http://metlin.scripps.edu/metabo_list.php?mass_min=493.04&mass_max=493.34	484938.065789472	407840.539179268	423997.450315795	352684.640313009	400462.88025	439382.290285715	280329.923086285	345184.850909098	385146.108000004	377995.116166665	251428.383693996	506474.703913039
64	M429T3886	1.8754486415461	-1.44851933971191	0.188547409625503	429.200012207031	429.200012207031	429.240866503637	3886.4111764259	3878.58379137597	3896.05622834992	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=428.05&mass_max=428.35	580907.655000002	238723.331368424	574589.749999994	488037.314666672	1374609.07978949	1573595.45733333	775416.810000001	3609938.72711109	767394.620000002	1220814.245	1236769.33466668	1448950.76222222
65	M414T3060	1.74662947095987	-1.4014704037768	0.208295392925556	414.186547834526	414.100006103516	414.200012207031	3060.13472279861	3054.19667305197	3064.922309861	10	5	5	http://metlin.scripps.edu/metabo_list.php?mass_min=413.04&mass_max=413.34	252452.207454546	352227.449454546	195590.717505041	125159.006437499	95257.9694117657	276920.271772728	784648.344380953	192081.84	258999.619047619	220593.28191358	169402.106222221	640714.522826086
66	M433T3813	1.3490364557007	-1.32823764985265	0.216219891763386	433.192916532604	433.177509383411	433.195327022579	3813.49069365249	3807.39809869791	3821.38469914198	7	3	4	http://metlin.scripps.edu/metabo_list.php?mass_min=432.04&mass_max=432.34	487331.827034478	518192.118709674	302363.676671654	261664.665492563	378265.466625001	170528.398693526	747277.232466669	313558.937974923	530128.939034483	233367.004669367	478209.627617646	555184.444733334
